store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,year,month,day_of_month,is_weekend,sales
775,2,569,1,1,0,0,2015,3,17,0,8362.216768685468
860,6,605,1,0,0,0,2014,7,19,1,4748.966187854915
717,3,650,1,1,0,0,2014,10,22,0,6895.931387884881
1012,1,451,1,0,0,0,2015,6,22,0,5346.134251668651
995,6,735,1,0,0,0,2015,1,3,1,8264.750195273506
516,5,742,1,0,0,0,2014,1,31,0,5194.9569632523235
234,2,1184,1,1,0,0,2014,6,17,0,12551.937344352962
179,7,0,0,0,0,0,2013,12,15,1,-1130.5899262577832
855,3,618,1,1,0,0,2013,1,23,0,6018.472026472846
605,6,475,1,0,0,0,2013,8,31,1,6174.723669854152
447,1,757,1,1,0,0,2014,10,6,0,7629.850673184174
548,6,389,1,0,0,0,2015,4,18,1,4711.785831206498
1004,3,331,1,0,0,0,2013,4,17,0,3058.347582582125
146,1,639,1,0,0,0,2013,9,16,0,6838.377886747669
34,7,0,0,0,0,0,2013,5,26,1,-929.801550403291
379,3,378,1,0,0,0,2013,2,27,0,2329.751421614742
1023,4,603,1,1,0,0,2014,7,17,0,6305.909311587947
172,3,978,1,1,0,1,2015,6,3,0,8722.900802461118
307,4,292,1,0,0,0,2014,1,30,0,1830.6475061515148
763,5,0,0,1,a,0,2014,10,3,0,1104.5717878192127
279,4,389,1,0,0,1,2013,9,5,0,5335.84111737555
351,5,518,1,1,0,0,2014,10,24,0,6458.535999808026
814,1,507,1,0,0,0,2014,1,27,0,6297.906899728061
605,1,638,1,1,0,0,2015,7,27,0,9003.82138878302
862,3,1179,1,0,0,0,2013,10,2,0,8582.476956904336
125,1,1922,1,1,0,0,2014,9,15,0,15817.811479112428
1085,3,836,1,1,0,0,2013,4,10,0,8364.210165294819
499,2,576,1,0,0,1,2014,8,26,0,3762.563540888048
612,6,566,1,0,0,0,2013,6,29,1,7406.81079488907
1024,7,0,0,0,0,0,2014,6,8,1,-957.2784943730176
814,5,662,1,0,0,0,2014,3,28,0,7174.933264213143
669,2,374,1,0,0,1,2014,4,22,0,3791.2456710835386
396,1,1413,1,1,0,1,2013,7,29,0,13759.558862648126
299,7,190,1,0,0,0,2015,3,15,1,1666.6897050890339
70,1,677,1,0,0,0,2013,9,30,0,6408.636425409422
1054,2,668,1,0,0,1,2015,4,7,0,6087.051055294116
372,3,650,1,1,0,0,2013,4,24,0,7874.530426008965
225,6,373,1,0,0,0,2015,7,4,1,3549.6046585249815
241,3,582,1,1,0,0,2013,3,20,0,5762.219365054333
1049,3,609,1,0,0,0,2014,3,12,0,3489.236051763598
855,5,613,1,0,0,1,2014,8,29,0,5328.742484504699
656,4,347,1,1,0,0,2013,2,21,0,3187.989507537544
227,4,530,1,1,0,0,2014,1,23,0,5899.604709795925
488,4,303,1,0,0,0,2013,1,17,0,1908.967442818493
345,7,0,0,0,0,0,2015,7,26,1,31.914178356474622
317,1,573,1,1,0,0,2014,1,20,0,6253.093996997097
345,6,320,1,0,0,0,2013,5,25,1,2684.7133355623323
79,7,0,0,0,0,0,2013,2,17,1,-163.7736420780957
406,2,480,1,0,0,0,2014,12,9,0,5526.124330109464
647,7,0,0,0,0,0,2013,5,12,1,-672.4755158573926
87,4,772,1,1,0,0,2014,10,9,0,6829.166483015664
153,3,595,1,0,0,0,2015,2,11,0,5922.339180129523
502,6,0,0,0,0,0,2014,3,29,1,-2084.488417163545
395,4,769,1,1,0,1,2014,4,17,0,6692.055528409831
144,3,856,1,0,0,1,2013,1,2,0,7768.167455182011
1053,6,699,1,0,0,1,2013,10,12,1,6288.799385650024
900,2,534,1,0,0,0,2015,2,10,0,5149.572032757136
1014,2,1188,1,0,0,0,2014,5,27,0,10366.281489172863
992,1,705,1,0,0,0,2013,1,14,0,5523.02570023031
120,6,544,1,0,0,0,2015,7,25,1,6155.40394935771
1079,1,978,1,1,0,1,2015,1,5,0,11742.536266890973
290,6,446,1,0,0,0,2015,3,7,1,4760.067812279711
809,6,683,1,0,0,0,2015,2,28,1,7977.91152106154
589,4,529,1,1,0,0,2013,9,12,0,5355.438298811453
636,7,0,0,0,0,0,2013,6,16,1,-779.3138489872754
689,2,728,1,0,0,0,2013,2,12,0,6319.786267983749
328,4,493,1,0,0,1,2013,7,25,0,3580.270446346962
419,1,1290,1,0,0,1,2013,12,30,0,9228.17000435643
2,5,539,1,1,0,0,2013,1,11,0,4866.629830131821
697,6,925,1,0,0,0,2014,5,17,1,9561.523660726612
855,1,586,1,0,0,0,2013,4,15,0,5222.682845470141
1069,6,386,1,0,0,0,2014,7,26,1,2873.7698082444294
601,2,397,1,1,0,0,2015,5,19,0,5458.161934180545
454,5,0,0,1,b,0,2014,4,18,0,-440.1447885186017
175,7,0,0,0,0,0,2014,7,6,1,-585.5711121708691
426,3,871,1,1,0,0,2014,3,5,0,7571.402333976897
296,2,806,1,0,0,0,2013,10,1,0,6797.546668993343
956,5,605,1,1,0,0,2014,5,9,0,5440.669128438144
691,5,675,1,1,0,0,2014,9,19,0,8997.621775107975
867,3,320,1,0,0,0,2014,3,26,0,2788.2228975778658
35,4,1018,1,1,0,1,2015,4,2,0,12010.092973793147
257,4,672,1,1,0,1,2015,2,5,0,6289.263225793503
352,2,575,1,1,0,1,2013,10,8,0,6651.829223626311
971,4,0,0,0,c,1,2014,12,25,0,-464.83916486805083
592,7,0,0,0,0,0,2014,11,16,1,-644.2352814823926
43,5,657,1,1,0,0,2014,9,5,0,7605.960507792947
165,7,0,0,0,0,0,2015,6,14,1,94.01665638381837
557,5,587,1,0,0,0,2015,2,27,0,3378.3039728336184
502,7,0,0,0,0,0,2013,6,30,1,-2013.7564759404004
96,3,530,1,0,0,0,2015,3,11,0,4533.010919860813
922,4,722,1,1,0,0,2013,9,26,0,7701.207760457743
842,5,1272,1,0,0,1,2014,6,13,0,17641.25094949374
260,2,887,1,0,0,0,2013,3,12,0,5885.982318666944
79,6,421,1,0,0,0,2015,2,7,1,4057.7809464517222
370,6,689,1,0,0,0,2014,12,27,1,7852.463711008343
988,6,564,1,0,0,0,2014,7,12,1,3564.562663111032
929,2,680,1,1,0,1,2015,7,28,0,6563.495152691595
139,7,0,0,0,0,0,2015,2,15,1,1305.9139494746387
240,7,0,0,0,0,0,2015,1,11,1,261.42328785354493
277,4,539,1,1,0,0,2014,2,6,0,6527.6150064566655
568,6,442,1,0,0,1,2014,12,27,1,5131.7637759613335
751,2,544,1,0,0,0,2015,1,20,0,3679.859684445105
116,1,757,1,0,0,0,2013,12,9,0,7104.205519423264
211,6,1116,1,0,0,0,2015,5,9,1,9991.020612988203
42,6,837,1,0,0,0,2013,8,10,1,7746.955971789521
718,7,0,0,0,0,0,2014,10,19,1,154.52955006057618
269,4,1070,1,0,0,0,2014,12,11,0,7740.175538390311
184,1,0,0,1,0,0,2014,3,3,0,1665.8923175185382
393,7,0,0,0,0,0,2014,1,5,1,68.11492298538087
942,7,0,0,0,0,1,2014,8,3,1,1360.9389891474902
477,5,432,1,0,0,0,2014,4,11,0,5074.903974228586
162,4,457,1,0,0,0,2013,9,5,0,5703.0992742777335
269,2,1511,1,1,0,1,2015,1,6,0,12426.39946944857
57,1,1004,1,0,0,1,2013,7,22,0,10303.166168425436
890,3,342,1,0,0,1,2014,4,23,0,4010.1177092834782
88,4,702,1,1,0,0,2014,9,18,0,7257.557157056801
294,4,648,1,0,0,0,2013,6,27,0,4128.4153279242555
964,3,0,0,0,a,1,2014,1,1,0,-2523.4010476023495
1073,7,0,0,0,0,0,2014,6,15,1,-921.3456025273144
162,6,630,1,0,0,0,2014,6,7,1,7834.225735941544
861,2,460,1,0,0,0,2014,3,25,0,2711.7957372484457
15,5,626,1,0,0,1,2015,1,2,0,5769.183559107405
463,5,866,1,1,0,0,2014,3,21,0,6118.377921085581
453,4,1336,1,1,0,1,2015,4,2,0,11720.680750637966
425,3,530,1,1,0,0,2014,12,17,0,4915.248103908512
25,1,1871,1,1,0,1,2013,7,29,0,15005.1990445584
29,3,915,1,1,0,0,2015,6,3,0,9903.385508282288
259,5,2677,1,0,0,0,2015,2,27,0,13442.359567376316
918,3,603,1,0,0,0,2013,10,16,0,4978.283484275477
565,5,662,1,0,0,1,2015,4,10,0,5207.786055880128
321,3,479,1,0,0,0,2014,9,10,0,4402.707103086659
273,7,0,0,0,0,0,2015,4,19,1,464.9734434931934
758,1,615,1,0,0,1,2014,8,11,0,4917.89343890359
521,2,421,1,1,0,0,2014,11,4,0,5663.52127178341
337,4,277,1,0,0,0,2013,5,23,0,2902.0712661897887
57,3,864,1,0,0,0,2014,4,9,0,8580.574725444945
213,4,524,1,0,0,0,2013,2,14,0,5763.371439775285
531,2,631,1,1,0,0,2015,2,17,0,5916.1426647477565
464,1,1106,1,0,0,0,2014,3,24,0,8994.223359870064
479,3,1145,1,0,0,0,2013,4,17,0,8978.632515148192
871,5,539,1,1,0,0,2015,2,6,0,6992.091940293602
586,3,1869,1,0,0,0,2014,1,15,0,11311.994045196258
589,5,571,1,1,0,0,2014,7,18,0,5912.364007153956
713,6,1338,1,0,0,0,2014,10,11,1,10936.593963389845
555,1,308,1,0,0,0,2015,2,23,0,3471.2104131132664
573,2,268,1,0,0,0,2014,5,27,0,2702.054066308827
200,6,870,1,0,0,0,2014,6,14,1,6930.687089717052
107,7,0,0,0,0,0,2013,9,1,1,-1240.2988953739941
785,3,538,1,1,0,0,2015,2,18,0,6617.109853045964
665,5,1236,1,0,0,0,2014,3,28,0,7828.828277732647
397,6,524,1,0,0,0,2014,7,19,1,3730.541625222024
1046,5,808,1,1,0,0,2014,4,4,0,9805.668193274374
539,2,1359,1,1,0,0,2013,7,30,0,13315.926815575967
186,5,458,1,1,0,1,2013,8,16,0,5009.531993700392
888,4,664,1,1,0,1,2014,10,23,0,7791.593316331245
551,5,1173,1,0,0,0,2014,1,31,0,7651.968566878219
143,1,702,1,1,0,0,2013,4,29,0,8032.839427488319
874,1,595,1,1,0,0,2013,10,21,0,6347.089756387229
956,5,0,0,0,a,1,2013,11,1,0,-1202.667062297517
157,5,1045,1,1,0,1,2014,8,1,0,10602.166779547031
511,7,0,0,0,0,0,2014,9,21,1,-1463.6350007206738
1015,6,489,1,0,0,0,2013,11,30,1,5634.560775034532
987,7,0,0,0,0,0,2014,12,21,1,-732.1964631230176
398,7,0,0,0,0,0,2013,12,8,1,-287.3284363896191
301,6,423,1,0,0,0,2014,8,2,1,3863.2146789548638
237,3,551,1,0,0,0,2013,2,27,0,3593.656648741062
842,5,1327,1,1,0,0,2015,5,22,0,19202.74256270346
921,4,1282,1,1,0,0,2013,4,11,0,11178.886760074216
1048,7,0,0,0,0,0,2013,6,23,1,1331.8402037470996
330,3,485,1,1,0,0,2014,10,1,0,5056.383162208663
716,2,354,1,0,0,0,2013,11,12,0,4043.952125334319
59,2,537,1,0,0,0,2014,3,25,0,4688.059048400955
1052,3,836,1,0,0,1,2013,1,2,0,7066.194815429859
332,7,0,0,0,0,0,2013,6,9,1,-1050.5514435917676
1102,3,796,1,1,0,0,2013,10,9,0,8102.615110129878
558,7,0,0,0,0,0,2014,1,12,1,-1109.8211121708691
307,7,0,0,0,0,0,2014,10,12,1,-136.95253612106444
937,2,593,1,1,0,0,2015,5,5,0,7706.437691920943
1076,1,866,1,1,0,0,2014,6,2,0,7588.602207284197
576,7,0,0,0,0,0,2014,11,9,1,-1367.8930115849316
257,4,624,1,0,0,1,2014,7,10,0,4781.831128428313
637,6,587,1,0,0,0,2013,11,16,1,7235.242670767769
566,7,0,0,0,0,0,2015,5,17,1,-172.48798228805663
239,6,542,1,0,0,0,2014,2,1,1,5281.944083231031
834,3,550,1,0,0,0,2015,6,24,0,4685.907256397337
1018,7,0,0,0,0,0,2014,7,20,1,-116.17363597458007
466,7,0,0,0,0,0,2014,2,9,1,440.05971668655275
769,3,3334,1,0,0,0,2014,9,24,0,12239.607650084536
601,7,0,0,0,0,0,2014,6,15,1,843.8394560664356
84,2,1783,1,1,0,0,2013,4,30,0,16178.213021716221
180,5,737,1,0,0,0,2013,4,19,0,5610.889204983085
15,6,705,1,0,0,0,2014,8,30,1,6900.531750340173
350,3,402,1,0,0,0,2013,11,13,0,4950.800338999131
1010,7,0,0,0,0,0,2015,3,15,1,1225.1321806758106
250,3,721,1,1,0,0,2014,11,5,0,9183.658988354693
861,5,554,1,0,0,1,2014,10,31,0,3741.511946084873
757,2,630,1,1,0,0,2014,11,11,0,7572.636561909333
766,5,523,1,1,0,0,2013,11,8,0,6365.1455037770465
236,7,0,0,0,0,0,2014,5,25,1,-659.7169709355176
553,6,895,1,0,0,0,2013,2,2,1,8579.86525373525
50,2,358,1,1,0,1,2014,10,21,0,4954.573656603491
497,5,1050,1,1,0,0,2013,4,26,0,8951.092447158722
306,7,0,0,0,0,0,2014,4,6,1,-194.308142200166
505,1,687,1,1,0,0,2014,9,15,0,6801.781914190068
246,1,1193,1,1,0,0,2014,3,31,0,10271.944834380234
300,7,0,0,0,0,0,2014,11,30,1,-655.8613495976269
653,1,0,0,0,a,0,2014,6,9,0,907.2604489176929
551,7,0,0,0,0,0,2013,9,29,1,-2029.8534608036816
121,1,533,1,0,0,0,2013,7,8,0,4551.970734675745
714,2,223,1,0,0,0,2014,1,14,0,2565.8710062590712
17,1,1113,1,1,0,0,2014,6,16,0,10118.448469785688
305,1,679,1,1,0,0,2015,2,16,0,7777.637342768257
136,1,700,1,1,0,0,2013,12,2,0,8678.814268860076
798,3,977,1,0,0,0,2014,12,10,0,7760.221846664114
1099,5,1287,1,0,0,1,2013,5,10,0,9473.230378315206
405,4,416,1,0,0,0,2013,10,17,0,3156.970241042306
985,4,653,1,1,0,0,2014,5,22,0,7486.049528179864
482,7,0,0,0,0,0,2015,6,14,1,146.96167896682618
158,6,586,1,0,0,0,2013,11,16,1,8048.100371596048
778,4,747,1,0,0,0,2013,2,28,0,4848.381855509458
702,5,305,1,0,0,0,2013,9,20,0,3147.7800815464984
1002,2,673,1,0,0,0,2015,6,9,0,5387.76028018292
154,6,637,1,0,0,0,2013,2,2,1,7167.950842763045
887,5,567,1,0,0,0,2014,6,13,0,5898.062247320933
267,5,864,1,0,0,0,2015,4,24,0,6793.587375100286
824,7,0,0,0,0,0,2013,12,29,1,-815.9838166386426
452,7,0,0,0,0,0,2013,7,28,1,342.2481627314746
23,1,593,1,1,0,0,2013,9,23,0,7308.127756470389
71,5,763,1,1,0,0,2013,10,11,0,9303.013778798324
705,6,532,1,0,0,0,2013,2,23,1,4080.742839163787
691,3,592,1,1,0,0,2015,2,4,0,8209.588795867465
462,7,0,0,0,0,0,2013,5,19,1,-921.5939393193066
946,7,0,0,0,0,0,2013,11,3,1,-797.7939210087598
705,7,0,0,0,0,0,2015,6,14,1,-499.3349213749707
241,2,716,1,1,0,1,2013,8,13,0,7239.161462745657
887,4,589,1,1,0,0,2015,2,19,0,7154.7292421595
425,4,456,1,1,0,0,2014,6,5,0,3982.6314738989017
837,1,473,1,0,0,0,2015,3,23,0,3834.017194047741
856,6,988,1,0,0,0,2013,5,11,1,7295.57430496796
225,4,657,1,1,0,0,2014,1,9,0,6330.851379556177
1112,6,722,1,0,0,0,2014,1,25,1,8524.30522740339
722,3,1310,1,0,0,0,2013,1,16,0,7492.235935216348
548,5,437,1,1,0,0,2013,3,8,0,5458.828928050634
237,1,664,1,0,0,0,2013,8,5,0,5191.625463261939
612,2,373,1,1,0,0,2013,4,23,0,6350.747626941196
344,3,928,1,0,0,1,2014,7,23,0,6531.259584790201
625,3,607,1,0,0,0,2015,6,24,0,5667.497279293442
150,2,770,1,1,0,0,2013,4,23,0,8263.5863463142
308,3,528,1,0,0,1,2014,12,24,0,5419.424847263457
1102,6,638,1,0,0,0,2015,7,18,1,6373.505712332292
823,4,471,1,0,0,1,2013,7,25,0,4160.054745112952
930,1,0,0,0,b,1,2014,4,21,0,-2927.3721879870236
981,2,626,1,0,0,1,2014,8,12,0,5820.541260051352
965,2,974,1,1,0,0,2013,4,9,0,9354.95148994072
995,6,638,1,0,0,0,2013,9,21,1,7419.250799002214
146,7,0,0,0,0,0,2015,6,14,1,1108.7963194697559
667,2,780,1,0,0,0,2013,11,26,0,7936.5824146554505
387,7,0,0,0,0,0,2014,2,23,1,-1035.4246583134473
335,7,1520,1,0,0,0,2013,7,21,1,6529.685380345824
530,2,1348,1,0,0,0,2013,8,6,0,8896.514781459991
517,2,555,1,0,0,0,2015,4,21,0,4755.884992355073
840,6,898,1,0,0,0,2014,10,4,1,6341.498397175879
738,4,619,1,0,0,0,2015,4,23,0,6869.815445675564
444,6,1984,1,0,0,0,2015,1,3,1,16236.633940757962
777,4,0,0,0,a,0,2014,5,29,0,-163.45757485931517
78,2,432,1,0,0,0,2013,11,12,0,2811.6961160237447
71,5,804,1,1,0,0,2013,9,27,0,9651.371466295626
863,6,780,1,0,0,0,2014,9,6,1,6560.779637126688
1034,4,791,1,1,0,0,2015,4,16,0,7575.331889368274
662,2,673,1,0,0,0,2015,7,7,0,7060.26717310246
150,4,0,0,0,a,0,2014,5,29,0,112.62663672859071
990,3,791,1,1,0,0,2015,4,1,0,8584.444422222354
138,3,841,1,1,0,0,2014,9,3,0,8790.621125003536
214,2,619,1,0,0,0,2015,6,9,0,7659.490539207172
1085,6,577,1,0,0,0,2013,3,2,1,5511.142676731161
1055,7,0,0,0,0,0,2013,1,20,1,-1151.464376941377
1055,6,870,1,0,0,0,2014,1,25,1,6796.309907710216
962,6,748,1,0,0,0,2013,5,4,1,5289.8359173732115
343,5,788,1,1,0,0,2013,2,8,0,8005.690372925048
347,3,403,1,1,0,0,2015,5,6,0,5360.529310764721
807,5,985,1,0,0,0,2013,11,29,0,9054.335524924969
752,6,263,1,0,0,0,2015,7,18,1,3254.788738051085
327,3,741,1,0,0,0,2013,4,17,0,5429.030349713625
212,1,442,1,0,0,0,2014,2,10,0,4317.884568827087
141,1,1270,1,0,0,1,2013,12,23,0,10939.208003574251
836,4,903,1,1,0,0,2014,10,2,0,8085.229348239993
359,2,499,1,0,0,0,2013,6,25,0,5012.526762596037
858,7,0,0,0,0,0,2013,8,11,1,467.39223621780275
459,5,1092,1,0,0,0,2014,2,14,0,8277.919319409108
747,3,619,1,0,0,0,2013,4,3,0,6193.272791518879
36,7,0,0,0,0,0,2013,3,10,1,-532.8107667118848
971,6,1040,1,0,0,0,2015,1,31,1,8660.497899506945
551,6,819,1,0,0,0,2014,4,12,1,5316.206211434357
127,4,657,1,1,0,0,2013,6,6,0,5632.075159234521
85,3,1022,1,1,0,1,2013,7,31,0,7825.864150246582
24,3,0,0,1,a,0,2013,5,1,0,1749.164400443381
385,7,0,0,0,0,0,2015,3,1,1,1032.0121092646777
447,5,570,1,0,0,0,2015,3,13,0,4401.305556064907
755,5,837,1,0,0,0,2013,9,6,0,8891.945108127755
545,7,0,0,0,0,0,2014,3,2,1,1018.7996611445606
918,5,502,1,0,0,1,2013,4,5,0,4021.0600886647976
169,1,719,1,1,0,0,2015,4,27,0,8476.446287386256
849,3,1071,1,1,0,0,2014,12,3,0,10174.73828220204
814,2,753,1,1,0,1,2013,3,26,0,9110.690249268144
1,6,479,1,0,0,1,2013,10,19,1,4014.7700706254923
824,3,608,1,1,0,0,2013,5,29,0,5246.506898532506
596,6,639,1,0,0,0,2013,1,5,1,3873.1362659686324
123,3,1125,1,1,0,0,2014,11,26,0,10385.06882311452
317,4,434,1,0,0,1,2013,8,22,0,3468.603916981915
717,2,513,1,1,0,0,2013,6,18,0,5567.126896546186
395,6,325,1,0,0,0,2015,3,21,1,2237.406329852999
259,1,2566,1,1,0,0,2015,2,16,0,14210.470170846671
261,5,854,1,0,0,0,2014,7,11,0,10582.221468432936
740,3,405,1,0,0,0,2013,4,17,0,4833.562517535398
81,2,484,1,1,0,1,2015,3,31,0,6810.253050654233
481,2,455,1,0,0,0,2013,12,10,0,4371.652951662856
695,3,529,1,1,0,0,2013,4,24,0,5749.828546156424
433,6,437,1,0,0,0,2015,4,11,1,3789.3852886530126
699,2,1009,1,1,0,0,2014,9,16,0,9329.322814071575
379,2,503,1,1,0,1,2014,9,2,0,5070.508841159258
569,3,641,1,0,0,0,2013,11,13,0,4039.9430078944943
1058,5,797,1,1,0,0,2013,7,5,0,8263.02329025273
613,4,949,1,1,0,0,2014,7,3,0,7019.436395890441
395,5,539,1,0,0,1,2014,7,11,0,3792.566355595879
494,6,909,1,0,0,0,2013,11,30,1,6118.125198768649
732,5,492,1,0,0,0,2013,12,13,0,3794.838703576891
70,5,722,1,1,0,0,2014,11,14,0,7531.094407682169
787,1,2337,1,0,0,1,2013,12,23,0,19379.318412027
153,5,651,1,0,0,0,2014,6,27,0,6403.667810045034
14,7,0,0,0,0,0,2014,4,20,1,-423.25282908981444
546,4,1668,1,1,0,0,2013,10,24,0,14396.709230624223
534,4,566,1,1,0,0,2013,5,16,0,7449.826375781633
604,7,0,0,0,0,0,2014,3,2,1,1904.460671886748
946,1,725,1,1,0,0,2014,6,16,0,6999.882657925561
360,2,844,1,0,0,1,2013,4,2,0,7032.142644760264
520,7,0,0,0,0,0,2014,7,13,1,-143.53583385055663
495,3,289,1,0,0,1,2014,12,31,0,3615.132565401178
726,7,0,0,0,0,0,2014,1,5,1,1147.7443175166309
31,2,567,1,1,0,0,2013,1,22,0,5971.736153289599
872,2,738,1,0,0,0,2014,10,28,0,7284.371214094844
477,2,460,1,0,0,1,2014,4,22,0,5575.765624266649
300,7,0,0,0,0,0,2015,1,25,1,-792.3301301152051
792,7,0,0,0,0,0,2013,7,14,1,589.9446806758106
230,3,863,1,0,0,0,2015,6,24,0,6583.749062214534
682,6,1551,1,0,0,0,2013,10,5,1,9332.314462884684
35,7,0,0,0,0,0,2013,9,29,1,2275.1709227412402
98,1,511,1,1,0,0,2013,11,18,0,6511.24478222589
263,5,275,1,1,0,0,2013,6,7,0,3205.7467596208635
49,7,0,0,0,0,0,2015,2,22,1,1814.7715086787402
253,7,0,0,0,0,0,2015,7,12,1,-441.4142670780957
295,3,621,1,0,0,0,2014,5,14,0,4337.829710998557
1059,1,972,1,0,0,0,2013,1,28,0,6916.758421805422
608,3,778,1,0,0,1,2015,7,22,0,7520.04655506021
553,4,574,1,1,0,0,2015,3,5,0,6779.738580131624
928,6,665,1,0,0,0,2014,8,23,1,7467.713611645985
155,5,700,1,1,0,0,2015,5,8,0,7703.609249028418
764,4,0,0,0,c,1,2013,12,26,0,-314.1015195996106
535,6,532,1,0,0,0,2014,2,1,1,4603.9229386510915
79,5,556,1,1,0,0,2013,2,22,0,5651.9660684286555
561,1,645,1,1,0,0,2013,1,21,0,7223.901535659079
88,4,641,1,1,0,1,2013,2,7,0,6493.543229409196
28,1,507,1,0,0,0,2013,3,11,0,4353.5913681166185
830,7,0,0,0,0,0,2014,4,6,1,886.0915007441699
778,3,989,1,1,0,0,2013,3,20,0,8012.109737493414
975,7,0,0,0,0,0,2013,2,10,1,388.9106535762012
65,1,421,1,0,0,0,2014,7,7,0,4565.717622000276
635,1,560,1,0,0,0,2013,11,25,0,5497.912712453648
734,6,342,1,0,0,0,2014,6,14,1,3692.2345081611943
856,3,812,1,0,0,0,2014,2,26,0,5504.246372565099
597,5,674,1,0,0,0,2014,2,14,0,4188.499429949949
1114,4,2841,1,0,0,0,2015,3,26,0,18122.797039032994
900,2,653,1,1,0,0,2015,4,14,0,7339.598139701585
1104,5,383,1,0,0,0,2013,10,18,0,4171.163888409998
981,5,887,1,1,0,0,2015,1,16,0,8831.99161854125
23,2,555,1,1,0,0,2014,12,2,0,6750.132918828691
734,1,790,1,1,0,1,2014,8,18,0,8947.11319886192
833,4,583,1,0,0,0,2013,10,31,0,5368.936870574019
746,5,470,1,0,0,0,2014,1,31,0,4773.186664749724
733,2,3238,1,0,0,0,2014,11,18,0,13173.836119707335
67,4,792,1,1,0,0,2014,3,20,0,8017.930074481945
799,3,916,1,1,0,0,2013,11,20,0,10285.52471380441
1058,2,623,1,0,0,0,2014,1,14,0,5821.71388734914
38,3,405,1,0,0,1,2014,12,24,0,4351.222958218763
768,1,1181,1,0,0,0,2014,2,24,0,11259.783889032737
858,4,303,1,0,0,1,2013,9,5,0,2865.93973381123
488,5,383,1,0,0,1,2013,6,28,0,3039.4684630188012
274,6,760,1,0,0,0,2014,3,22,1,1991.9784680507
730,6,794,1,0,0,0,2014,4,26,1,6437.397318075201
273,1,1001,1,1,0,0,2015,4,27,0,10489.015051608834
325,3,596,1,0,0,0,2015,6,10,0,5293.341713191932
899,6,225,1,0,0,0,2013,4,27,1,1753.2005046781046
969,5,1024,1,1,0,0,2013,2,22,0,7640.11093952992
399,6,506,1,0,0,0,2013,8,17,1,4800.3787406036745
1031,4,0,0,1,a,0,2015,6,4,0,1209.470221742934
576,4,825,1,0,0,0,2015,5,28,0,5535.6478020611885
190,1,658,1,0,0,0,2015,3,9,0,6978.539451177694
958,6,434,1,0,0,0,2013,1,26,1,2871.2679770977293
375,5,881,1,1,0,0,2015,1,16,0,10224.895207558287
831,2,1839,1,1,0,0,2015,3,3,0,15430.922837778693
759,1,871,1,1,0,1,2015,7,13,0,9076.402475955161
165,5,535,1,0,0,0,2014,5,30,0,4478.707884324577
82,7,0,0,0,0,0,2014,1,19,1,954.8032622187793
712,5,521,1,1,0,0,2015,7,17,0,6489.669789810143
881,4,744,1,1,0,0,2013,7,4,0,5784.864899016491
82,5,836,1,0,0,0,2015,3,27,0,8223.951521190815
871,6,618,1,0,0,0,2015,2,21,1,7069.543138747969
1010,2,539,1,0,0,0,2014,3,25,0,5770.547448525719
520,5,475,1,1,0,0,2015,5,22,0,5056.240089145648
348,2,802,1,1,0,0,2015,1,13,0,9635.99050579753
82,5,823,1,0,0,0,2015,2,13,0,8058.080370761659
399,6,512,1,0,0,0,2014,3,22,1,4874.650468232015
104,2,1505,1,0,0,1,2013,5,21,0,11201.624506717657
705,2,882,1,0,0,0,2013,11,26,0,6915.768478520601
1084,2,770,1,1,0,1,2015,1,6,0,6813.93404595638
862,6,528,1,0,0,0,2015,1,10,1,3772.8943442288655
946,1,487,1,0,0,1,2014,10,27,0,4093.3682029316005
80,1,490,1,0,0,0,2014,6,23,0,6328.126958465062
146,2,748,1,1,0,1,2015,1,6,0,8607.98341717294
425,1,456,1,0,0,0,2014,4,7,0,3434.6650437116764
962,6,737,1,0,0,0,2013,6,15,1,5251.089689139693
809,7,0,0,0,0,0,2015,7,19,1,1842.4025053828418
449,3,1262,1,0,0,0,2015,2,25,0,8830.557717427833
739,3,508,1,0,0,0,2013,4,17,0,6177.314581988126
831,1,2303,1,1,0,0,2014,6,30,0,19331.520060123938
427,4,807,1,1,0,0,2014,6,5,0,8217.613750024288
295,4,504,1,0,0,0,2014,1,30,0,3167.001469035813
11,4,1123,1,0,0,1,2013,1,3,0,7372.997194141139
290,2,803,1,1,0,0,2014,4,1,0,8441.236174914471
715,6,237,1,0,0,0,2015,3,28,1,2393.764129072466
85,4,934,1,1,0,0,2015,3,5,0,7048.25016325923
1014,3,1182,1,0,0,0,2013,11,13,0,10188.457627170072
998,4,504,1,0,0,0,2014,3,13,0,3406.5851720768896
698,7,0,0,0,0,0,2014,8,31,1,-538.5459809452832
729,1,1281,1,1,0,1,2013,3,25,0,12837.715360532788
814,1,961,1,1,0,0,2013,11,18,0,11298.123166809466
515,6,847,1,0,0,0,2014,3,8,1,9296.641553058349
1062,5,566,1,0,0,0,2014,3,14,0,5315.967741786577
254,1,161,1,0,0,0,2013,4,15,0,1505.48879684571
858,7,0,0,0,0,0,2014,6,22,1,583.1483855097949
97,7,0,0,0,0,0,2015,6,21,1,384.122766002959
1008,7,0,0,0,0,0,2014,8,10,1,-1107.8134522587598
17,4,652,1,0,0,0,2014,2,27,0,4579.7192484095585
